event_id,timestamp,source_ip,destination_ip,source_port,destination_port,protocol,tcp_flags,action,username,auth_result,dns_query,http_status,redirect_domain,bytes_sent
EVT-09808,2026-09-01T13:26:54+00:00,10.0.20.34,172.16.0.32,43059,53,DNS,,allowed,,,intranet.example,,,3872
EVT-09809,2026-09-01T13:26:56+00:00,10.0.7.30,172.16.0.68,8280,80,HTTP,,allowed,,,,200,,4457
EVT-09810,2026-09-01T13:26:58+00:00,10.0.18.91,172.16.0.5,56227,22,ICMP,,allowed,,,,,,380
EVT-09811,2026-09-01T13:27:00+00:00,10.0.10.187,172.16.0.38,60048,445,TCP,ACK,allowed,,,,,,4663
EVT-09812,2026-09-01T13:27:02+00:00,10.0.14.152,172.16.0.23,47882,53,DNS,,allowed,,,intranet.example,,,7633
EVT-09813,2026-09-01T13:27:04+00:00,10.0.6.84,172.16.0.25,42600,445,TCP,ACK,allowed,analyst,,,,,4288
EVT-09814,2026-09-01T13:27:06+00:00,10.0.15.200,172.16.0.67,37732,80,TCP,SYN,allowed,analyst,,,,,1977
EVT-09815,2026-09-01T13:27:08+00:00,10.0.15.232,172.16.0.13,53471,80,UDP,,allowed,,,,,,6069
EVT-09816,2026-09-01T13:27:10+00:00,10.0.20.225,172.16.0.78,30257,53,TCP,ACK,allowed,,,,,,2271
EVT-09817,2026-09-01T13:27:12+00:00,10.0.16.49,172.16.0.41,25798,53,DNS,,blocked,,,intranet.example,,,2500
EVT-09818,2026-09-01T13:27:14+00:00,10.0.9.201,172.16.0.56,49645,443,HTTP,,allowed,,,,404,,1152
EVT-09819,2026-09-01T13:27:16+00:00,10.0.9.93,172.16.0.42,42035,53,DNS,,allowed,,,intranet.example,,,7101
EVT-09820,2026-09-01T13:27:18+00:00,10.0.9.107,172.16.0.69,21219,22,TCP,ACK,allowed,analyst,,,,,5811
EVT-09821,2026-09-01T13:27:20+00:00,10.0.12.106,172.16.0.61,1616,80,HTTP,,allowed,,,,200,,1478
EVT-09822,2026-09-01T13:27:22+00:00,10.0.13.205,172.16.0.56,33165,80,HTTP,,allowed,,,,200,,6977
EVT-09823,2026-09-01T13:27:24+00:00,10.0.12.250,172.16.0.13,5515,80,TCP,SYN,allowed,admin,,,,,6252
EVT-09824,2026-09-01T13:27:26+00:00,10.0.4.162,172.16.0.5,48628,445,TCP,ACK,allowed,analyst,success,,,,5744
EVT-09825,2026-09-01T13:27:28+00:00,10.0.4.121,172.16.0.16,34451,3389,TCP,ACK,allowed,service_backup,success,,,,1056
EVT-09826,2026-09-01T13:27:30+00:00,10.0.2.43,172.16.0.35,13560,3389,TCP,SYN,allowed,service_backup,,,,,1396
EVT-09827,2026-09-01T13:27:32+00:00,10.0.1.125,172.16.0.19,21308,443,HTTP,,allowed,,,,200,,7601
EVT-09828,2026-09-01T13:27:34+00:00,10.0.5.191,172.16.0.13,46996,53,DNS,,allowed,,,intranet.example,,,7954
EVT-09829,2026-09-01T13:27:36+00:00,10.0.7.129,172.16.0.43,60701,53,TCP,ACK,allowed,admin,success,,,,1960
EVT-09830,2026-09-01T13:27:38+00:00,10.0.10.100,172.16.0.26,7081,445,UDP,,blocked,,,,,,2686
EVT-09831,2026-09-01T13:27:40+00:00,10.0.7.18,172.16.0.75,41905,53,DNS,,allowed,,,intranet.example,,,401
EVT-09832,2026-09-01T13:27:42+00:00,10.0.20.159,172.16.0.74,59144,445,TCP,ACK,allowed,admin,,,,,335
EVT-09833,2026-09-01T13:27:44+00:00,10.0.9.154,172.16.0.28,44807,445,TCP,ACK,allowed,service_backup,,,,,6531
EVT-09834,2026-09-01T13:27:46+00:00,10.0.14.95,172.16.0.7,51943,80,HTTP,,allowed,,,,200,,4223
EVT-09835,2026-09-01T13:27:48+00:00,10.0.3.38,172.16.0.27,43835,53,DNS,,allowed,,,intranet.example,,,6657
EVT-09836,2026-09-01T13:27:50+00:00,10.0.6.170,172.16.0.46,35386,443,UDP,,allowed,,,,,,5085
EVT-09837,2026-09-01T13:27:52+00:00,10.0.20.234,172.16.0.54,39462,53,DNS,,allowed,,,intranet.example,,,2175
EVT-09838,2026-09-01T13:27:54+00:00,10.0.5.99,172.16.0.57,57261,445,UDP,,allowed,,,,,,1063
EVT-09839,2026-09-01T13:27:56+00:00,10.0.9.85,172.16.0.72,35428,445,UDP,,allowed,,,,,,6759
EVT-09840,2026-09-01T13:27:58+00:00,10.0.13.137,172.16.0.45,19426,80,HTTP,,allowed,,,,404,,5487
EVT-09841,2026-09-01T13:28:00+00:00,10.0.14.37,172.16.0.12,32240,80,HTTP,,allowed,,,,200,,3703
EVT-09842,2026-09-01T13:28:02+00:00,10.0.7.204,172.16.0.13,11666,53,DNS,,allowed,,,intranet.example,,,2765
EVT-09843,2026-09-01T13:28:04+00:00,10.0.12.215,172.16.0.33,37794,80,TCP,ACK,allowed,analyst,,,,,2539
EVT-09844,2026-09-01T13:28:06+00:00,10.0.9.232,172.16.0.65,1967,445,UDP,,allowed,,,,,,2915
EVT-09845,2026-09-01T13:28:08+00:00,10.0.18.111,172.16.0.74,13105,53,DNS,,allowed,,,intranet.example,,,3277
EVT-09846,2026-09-01T13:28:10+00:00,10.0.18.65,172.16.0.30,62828,3389,TCP,SYN,allowed,service_backup,success,,,,3698
EVT-09847,2026-09-01T13:28:12+00:00,10.0.12.90,172.16.0.55,34497,443,TCP,ACK,allowed,admin,,,,,6660
EVT-09848,2026-09-01T13:28:14+00:00,10.0.9.220,172.16.0.36,50332,53,TCP,ACK,allowed,jsmith,,,,,1663
EVT-09849,2026-09-01T13:28:16+00:00,10.0.10.70,172.16.0.41,39452,445,TCP,ACK,allowed,service_backup,,,,,6693
EVT-09850,2026-09-01T13:28:18+00:00,10.0.2.51,172.16.0.77,6896,80,TCP,ACK,allowed,admin,,,,,7076
EVT-09851,2026-09-01T13:28:20+00:00,10.0.18.233,172.16.0.27,65268,443,TCP,SYN,allowed,jsmith,success,,,,6834
EVT-09852,2026-09-01T13:28:22+00:00,10.0.8.38,172.16.0.52,52028,445,TCP,ACK,allowed,service_backup,,,,,6734
EVT-09853,2026-09-01T13:28:24+00:00,10.0.10.160,172.16.0.13,58889,22,TCP,ACK,allowed,,success,,,,2670
EVT-09854,2026-09-01T13:28:26+00:00,10.0.12.98,172.16.0.51,3829,53,DNS,,allowed,,,intranet.example,,,6011
EVT-09855,2026-09-01T13:28:28+00:00,10.0.19.74,172.16.0.58,56758,53,TCP,ACK,allowed,service_backup,,,,,7789
EVT-09856,2026-09-01T13:28:30+00:00,10.0.15.44,172.16.0.44,33056,3389,TCP,ACK,allowed,,success,,,,1774
EVT-09857,2026-09-01T13:28:32+00:00,10.0.10.219,172.16.0.25,52836,443,TCP,SYN,allowed,,,,,,5523
EVT-09858,2026-09-01T13:28:34+00:00,10.0.11.194,172.16.0.45,36401,53,TCP,SYN,allowed,admin,success,,,,6542
EVT-09859,2026-09-01T13:28:36+00:00,10.0.19.225,172.16.0.64,35627,3389,TCP,ACK,allowed,jsmith,,,,,6563
EVT-09860,2026-09-01T13:28:38+00:00,10.0.7.224,172.16.0.23,32303,53,DNS,,allowed,,,intranet.example,,,1585
EVT-09861,2026-09-01T13:28:40+00:00,10.0.3.201,172.16.0.28,31290,443,TCP,ACK,allowed,analyst,,,,,2603
EVT-09862,2026-09-01T13:28:42+00:00,10.0.17.196,172.16.0.40,59021,80,HTTP,,allowed,,,,404,,5939
EVT-09863,2026-09-01T13:28:44+00:00,10.0.19.53,172.16.0.18,12565,22,TCP,SYN,allowed,jsmith,success,,,,7179
EVT-09864,2026-09-01T13:28:46+00:00,10.0.6.237,172.16.0.53,2078,443,UDP,,allowed,,,,,,3273
EVT-09865,2026-09-01T13:28:48+00:00,10.0.18.234,172.16.0.36,62389,53,DNS,,allowed,,,intranet.example,,,4813
EVT-09866,2026-09-01T13:28:50+00:00,10.0.11.169,172.16.0.55,2806,80,TCP,ACK,allowed,admin,,,,,1470
EVT-09867,2026-09-01T13:28:52+00:00,10.0.2.237,172.16.0.33,57398,445,UDP,,allowed,,,,,,6929
EVT-09868,2026-09-01T13:28:54+00:00,10.0.8.126,172.16.0.71,6904,80,HTTP,,allowed,,,,200,,1804
EVT-09869,2026-09-01T13:28:56+00:00,10.0.13.74,172.16.0.48,13077,3389,TCP,SYN,allowed,,,,,,4167
EVT-09870,2026-09-01T13:28:58+00:00,10.0.2.76,172.16.0.48,10322,443,HTTP,,allowed,,,,200,,72
EVT-09871,2026-09-01T13:29:00+00:00,10.0.12.73,172.16.0.26,37872,443,TCP,ACK,allowed,,,,,,1434
EVT-09872,2026-09-01T13:29:02+00:00,10.0.7.3,172.16.0.80,57680,3389,TCP,ACK,allowed,admin,success,,,,7869
EVT-09873,2026-09-01T13:29:04+00:00,10.0.15.233,172.16.0.2,33835,53,DNS,,allowed,,,intranet.example,,,7800
EVT-09874,2026-09-01T13:29:06+00:00,10.0.3.168,172.16.0.69,18226,53,DNS,,allowed,,,intranet.example,,,3206
EVT-09875,2026-09-01T13:29:08+00:00,10.0.20.12,172.16.0.62,37156,3389,UDP,,allowed,,,,,,7402
EVT-09876,2026-09-01T13:29:10+00:00,10.0.20.202,172.16.0.10,2652,53,TCP,ACK,allowed,admin,,,,,1233
EVT-09877,2026-09-01T13:29:12+00:00,10.0.3.203,172.16.0.66,36830,80,HTTP,,allowed,,,,404,,7979
EVT-09878,2026-09-01T13:29:14+00:00,10.0.16.137,172.16.0.45,24763,80,TCP,ACK,allowed,jsmith,,,,,69
EVT-09879,2026-09-01T13:29:16+00:00,10.0.6.154,172.16.0.48,14726,22,TCP,SYN,allowed,admin,,,,,2285
EVT-09880,2026-09-01T13:29:18+00:00,10.0.15.217,172.16.0.66,40673,22,TCP,ACK,allowed,jsmith,,,,,2492
EVT-09881,2026-09-01T13:29:20+00:00,10.0.12.124,172.16.0.3,34747,53,DNS,,allowed,,,intranet.example,,,6944
EVT-09882,2026-09-01T13:29:22+00:00,10.0.20.44,172.16.0.56,8175,443,HTTP,,allowed,,,,200,,2876
EVT-09883,2026-09-01T13:29:24+00:00,10.0.15.120,172.16.0.72,62591,3389,TCP,ACK,allowed,,,,,,7205
EVT-09884,2026-09-01T13:29:26+00:00,10.0.2.7,172.16.0.37,43889,443,TCP,SYN,allowed,,,,,,3997
EVT-09885,2026-09-01T13:29:28+00:00,10.0.10.6,172.16.0.46,10050,445,UDP,,allowed,,,,,,2413
EVT-09886,2026-09-01T13:29:30+00:00,10.0.5.6,172.16.0.11,41616,22,TCP,ACK,allowed,service_backup,,,,,2446
EVT-09887,2026-09-01T13:29:32+00:00,10.0.16.31,172.16.0.8,17621,80,HTTP,,allowed,,,,200,,465
EVT-09888,2026-09-01T13:29:34+00:00,10.0.20.12,172.16.0.5,64618,443,TCP,ACK,blocked,analyst,,,,,7647
EVT-09889,2026-09-01T13:29:36+00:00,10.0.5.228,172.16.0.33,52924,443,HTTP,,allowed,,,,200,,4091
EVT-09890,2026-09-01T13:29:38+00:00,10.0.17.42,172.16.0.56,54862,443,TCP,SYN,allowed,service_backup,success,,,,1473
EVT-09891,2026-09-01T13:29:40+00:00,10.0.5.213,172.16.0.35,13277,53,TCP,SYN,allowed,admin,,,,,1401
EVT-09892,2026-09-01T13:29:42+00:00,10.0.4.118,172.16.0.31,10290,443,UDP,,allowed,,,,,,7988
EVT-09893,2026-09-01T13:29:44+00:00,10.0.8.160,172.16.0.2,58454,22,UDP,,allowed,,,,,,2389
EVT-09894,2026-09-01T13:29:46+00:00,10.0.5.128,172.16.0.72,18591,22,TCP,ACK,allowed,,,,,,873
EVT-09895,2026-09-01T13:29:48+00:00,10.0.17.98,172.16.0.41,64208,3389,TCP,ACK,allowed,admin,,,,,2995
EVT-09896,2026-09-01T13:29:50+00:00,10.0.20.111,172.16.0.25,65204,3389,TCP,ACK,allowed,,success,,,,1396
EVT-09897,2026-09-01T13:29:52+00:00,10.0.7.186,172.16.0.20,4152,22,TCP,ACK,allowed,analyst,,,,,1829
EVT-09898,2026-09-01T13:29:54+00:00,10.0.20.168,172.16.0.21,17740,53,TCP,ACK,allowed,service_backup,success,,,,2645
EVT-09899,2026-09-01T13:29:56+00:00,10.0.5.42,172.16.0.21,57329,80,TCP,SYN,allowed,service_backup,success,,,,1834
EVT-09900,2026-09-01T13:29:58+00:00,10.0.11.152,172.16.0.76,55090,80,TCP,SYN,allowed,,success,,,,3301
EVT-09901,2026-09-01T13:30:00+00:00,10.0.18.11,172.16.0.5,12285,53,DNS,,allowed,,,intranet.example,,,5260
EVT-09902,2026-09-01T13:30:02+00:00,10.0.12.23,172.16.0.28,23477,80,HTTP,,allowed,,,,200,,3711
EVT-09903,2026-09-01T13:30:04+00:00,10.0.11.114,172.16.0.7,61717,3389,TCP,ACK,blocked,analyst,,,,,4378
EVT-09904,2026-09-01T13:30:06+00:00,10.0.13.42,172.16.0.52,64924,445,TCP,ACK,allowed,admin,,,,,1841
EVT-09905,2026-09-01T13:30:08+00:00,10.0.6.125,172.16.0.19,38028,53,DNS,,allowed,,,intranet.example,,,2173
EVT-09906,2026-09-01T13:30:10+00:00,10.0.13.54,172.16.0.17,30171,445,TCP,SYN,allowed,,success,,,,191
EVT-09907,2026-09-01T13:30:12+00:00,10.0.20.206,172.16.0.9,54992,53,DNS,,allowed,,,intranet.example,,,4426
EVT-09908,2026-09-01T13:30:14+00:00,10.0.10.113,172.16.0.57,26779,53,TCP,ACK,allowed,service_backup,,,,,1850
EVT-09909,2026-09-01T13:30:16+00:00,10.0.8.247,172.16.0.30,9537,443,HTTP,,allowed,,,,200,,1591
EVT-09910,2026-09-01T13:30:18+00:00,10.0.9.233,172.16.0.76,4829,80,HTTP,,allowed,,,,404,,6577
EVT-09911,2026-09-01T13:30:20+00:00,10.0.20.117,172.16.0.7,54522,443,TCP,ACK,allowed,,,,,,5992
EVT-09912,2026-09-01T13:30:22+00:00,10.0.9.125,172.16.0.72,61816,53,DNS,,allowed,,,intranet.example,,,2577
EVT-09913,2026-09-01T13:30:24+00:00,10.0.17.149,172.16.0.24,17205,443,TCP,SYN,allowed,analyst,,,,,3229
EVT-09914,2026-09-01T13:30:26+00:00,10.0.12.192,172.16.0.39,63080,3389,ICMP,,allowed,,,,,,2911
EVT-09915,2026-09-01T13:30:28+00:00,10.0.11.56,172.16.0.75,56597,53,DNS,,allowed,,,intranet.example,,,7266
EVT-09916,2026-09-01T13:30:30+00:00,10.0.4.13,172.16.0.23,38536,445,TCP,SYN,allowed,,,,,,916
EVT-09917,2026-09-01T13:30:32+00:00,10.0.11.63,172.16.0.19,8980,53,DNS,,allowed,,,intranet.example,,,1962
EVT-09918,2026-09-01T13:30:34+00:00,10.0.10.110,172.16.0.69,5539,53,TCP,ACK,allowed,admin,,,,,3612
EVT-09919,2026-09-01T13:30:36+00:00,10.0.12.174,172.16.0.23,22608,443,UDP,,allowed,,,,,,3185
EVT-09920,2026-09-01T13:30:38+00:00,10.0.7.73,172.16.0.25,18172,445,TCP,ACK,allowed,analyst,,,,,1989
EVT-09921,2026-09-01T13:30:40+00:00,10.0.8.70,172.16.0.11,55139,22,TCP,SYN,allowed,jsmith,success,,,,2467
EVT-09922,2026-09-01T13:30:42+00:00,10.0.15.140,172.16.0.2,59132,22,ICMP,,allowed,,,,,,7560
EVT-09923,2026-09-01T13:30:44+00:00,10.0.6.22,172.16.0.74,26375,443,HTTP,,allowed,,,,200,,7981
EVT-09924,2026-09-01T13:30:46+00:00,10.0.17.100,172.16.0.73,48695,3389,UDP,,allowed,,,,,,5998
EVT-09925,2026-09-01T13:30:48+00:00,10.0.1.33,172.16.0.78,47355,53,TCP,ACK,allowed,analyst,failure,,,,7834
EVT-09926,2026-09-01T13:30:50+00:00,10.0.10.111,172.16.0.2,64759,53,DNS,,allowed,,,intranet.example,,,7345
EVT-09927,2026-09-01T13:30:52+00:00,10.0.8.212,172.16.0.65,28834,80,TCP,ACK,allowed,,,,,,7009
EVT-09928,2026-09-01T13:30:54+00:00,10.0.4.191,172.16.0.79,44469,22,TCP,ACK,allowed,admin,success,,,,6837
EVT-09929,2026-09-01T13:30:56+00:00,10.0.12.182,172.16.0.27,11414,22,TCP,ACK,allowed,jsmith,success,,,,6256
EVT-09930,2026-09-01T13:30:58+00:00,10.0.4.62,172.16.0.52,35990,80,HTTP,,allowed,,,,404,,7731
EVT-09931,2026-09-01T13:31:00+00:00,10.0.19.182,172.16.0.5,53480,22,UDP,,allowed,,,,,,1564
EVT-09932,2026-09-01T13:31:02+00:00,10.0.11.241,172.16.0.29,35022,445,TCP,SYN,allowed,service_backup,success,,,,7829
EVT-09933,2026-09-01T13:31:04+00:00,10.0.19.13,172.16.0.27,19208,80,TCP,ACK,allowed,analyst,,,,,7840
EVT-09934,2026-09-01T13:31:06+00:00,10.0.6.11,172.16.0.27,63248,53,DNS,,allowed,,,intranet.example,,,234
EVT-09935,2026-09-01T13:31:08+00:00,10.0.9.116,172.16.0.13,31900,22,UDP,,allowed,,,,,,1335
EVT-09936,2026-09-01T13:31:10+00:00,10.0.5.5,172.16.0.32,63905,53,TCP,ACK,allowed,admin,,,,,4342
EVT-09937,2026-09-01T13:31:12+00:00,10.0.2.70,172.16.0.23,39798,53,TCP,ACK,allowed,analyst,,,,,6658
EVT-09938,2026-09-01T13:31:14+00:00,10.0.14.78,172.16.0.52,20519,53,UDP,,allowed,,,,,,4694
EVT-09939,2026-09-01T13:31:16+00:00,10.0.4.32,172.16.0.55,4415,53,DNS,,allowed,,,intranet.example,,,6475
EVT-09940,2026-09-01T13:31:18+00:00,10.0.16.145,172.16.0.74,41020,53,TCP,ACK,allowed,service_backup,,,,,7238
EVT-09941,2026-09-01T13:31:20+00:00,10.0.19.121,172.16.0.26,5704,3389,TCP,ACK,allowed,admin,,,,,3712
EVT-09942,2026-09-01T13:31:22+00:00,10.0.2.142,172.16.0.49,13763,53,TCP,ACK,allowed,jsmith,success,,,,3629
EVT-09943,2026-09-01T13:31:24+00:00,10.0.14.247,172.16.0.29,56546,445,TCP,ACK,allowed,analyst,,,,,6889
EVT-09944,2026-09-01T13:31:26+00:00,10.0.17.174,172.16.0.37,29137,53,DNS,,allowed,,,intranet.example,,,7123
EVT-09945,2026-09-01T13:31:28+00:00,10.0.3.118,172.16.0.52,28572,80,TCP,SYN,allowed,analyst,success,,,,4850
EVT-09946,2026-09-01T13:31:30+00:00,10.0.8.153,172.16.0.61,5448,80,TCP,SYN,allowed,service_backup,success,,,,4952
EVT-09947,2026-09-01T13:31:32+00:00,10.0.18.177,172.16.0.78,33362,80,TCP,ACK,allowed,analyst,success,,,,3934
EVT-09948,2026-09-01T13:31:34+00:00,10.0.20.50,172.16.0.58,18493,3389,TCP,SYN,allowed,analyst,,,,,7033
EVT-09949,2026-09-01T13:31:36+00:00,10.0.16.213,172.16.0.25,53961,80,HTTP,,allowed,,,,200,,5889
EVT-09950,2026-09-01T13:31:38+00:00,10.0.9.84,172.16.0.9,24953,53,DNS,,allowed,,,intranet.example,,,6884
EVT-09951,2026-09-01T13:31:40+00:00,10.0.20.115,172.16.0.34,21940,445,UDP,,allowed,,,,,,573
EVT-09952,2026-09-01T13:31:42+00:00,10.0.20.215,172.16.0.80,24117,22,TCP,ACK,allowed,analyst,,,,,1831
EVT-09953,2026-09-01T13:31:44+00:00,10.0.1.34,172.16.0.68,54057,53,UDP,,allowed,,,,,,7065
EVT-09954,2026-09-01T13:31:46+00:00,10.0.2.42,172.16.0.32,31824,53,DNS,,allowed,,,intranet.example,,,2961
EVT-09955,2026-09-01T13:31:48+00:00,10.0.18.109,172.16.0.4,21248,22,UDP,,allowed,,,,,,1285
EVT-09956,2026-09-01T13:31:50+00:00,10.0.5.81,172.16.0.33,19424,445,TCP,ACK,allowed,analyst,,,,,6686
EVT-09957,2026-09-01T13:31:52+00:00,10.0.20.239,172.16.0.79,59898,53,DNS,,allowed,,,intranet.example,,,4884
EVT-09958,2026-09-01T13:31:54+00:00,10.0.3.104,172.16.0.60,5813,3389,TCP,ACK,allowed,admin,,,,,1437
EVT-09959,2026-09-01T13:31:56+00:00,10.0.1.102,172.16.0.37,8537,3389,UDP,,allowed,,,,,,1792
EVT-09960,2026-09-01T13:31:58+00:00,10.0.3.133,172.16.0.34,31869,3389,TCP,ACK,allowed,jsmith,,,,,6730
EVT-09961,2026-09-01T13:32:00+00:00,10.0.14.212,172.16.0.14,7375,22,TCP,ACK,allowed,,failure,,,,5436
EVT-09962,2026-09-01T13:32:02+00:00,10.0.4.195,172.16.0.66,65518,53,TCP,ACK,allowed,jsmith,success,,,,1508
EVT-09963,2026-09-01T13:32:04+00:00,10.0.20.194,172.16.0.46,24065,443,UDP,,allowed,,,,,,443
EVT-09964,2026-09-01T13:32:06+00:00,10.0.8.170,172.16.0.59,50977,80,HTTP,,allowed,,,,200,,5046
EVT-09965,2026-09-01T13:32:08+00:00,10.0.9.41,172.16.0.77,54350,80,UDP,,allowed,,,,,,5939
EVT-09966,2026-09-01T13:32:10+00:00,10.0.15.31,172.16.0.41,21769,22,TCP,ACK,allowed,analyst,,,,,249
EVT-09967,2026-09-01T13:32:12+00:00,10.0.20.83,172.16.0.45,61858,443,TCP,ACK,allowed,,success,,,,2424
EVT-09968,2026-09-01T13:32:14+00:00,10.0.11.161,172.16.0.27,42509,53,DNS,,allowed,,,intranet.example,,,5606
EVT-09969,2026-09-01T13:32:16+00:00,10.0.12.180,172.16.0.38,65072,443,TCP,ACK,allowed,analyst,success,,,,4807
EVT-09970,2026-09-01T13:32:18+00:00,10.0.7.8,172.16.0.16,35473,22,UDP,,allowed,,,,,,5113
EVT-09971,2026-09-01T13:32:20+00:00,10.0.20.8,172.16.0.57,32203,445,TCP,SYN,allowed,admin,success,,,,5667
EVT-09972,2026-09-01T13:32:22+00:00,10.0.14.208,172.16.0.74,7567,53,DNS,,allowed,,,intranet.example,,,5535
EVT-09973,2026-09-01T13:32:24+00:00,10.0.11.221,172.16.0.63,44342,80,HTTP,,allowed,,,,404,,5982
EVT-09974,2026-09-01T13:32:26+00:00,10.0.17.125,172.16.0.29,56461,443,HTTP,,allowed,,,,200,,77
EVT-09975,2026-09-01T13:32:28+00:00,10.0.14.120,172.16.0.27,15100,443,HTTP,,allowed,,,,200,,5637
EVT-09976,2026-09-01T13:32:30+00:00,10.0.10.240,172.16.0.52,46581,80,HTTP,,allowed,,,,404,,2341
EVT-09977,2026-09-01T13:32:32+00:00,10.0.19.46,172.16.0.67,38939,53,TCP,ACK,blocked,admin,,,,,6152
EVT-09978,2026-09-01T13:32:34+00:00,10.0.17.213,172.16.0.21,53110,80,HTTP,,allowed,,,,404,,2109
EVT-09979,2026-09-01T13:32:36+00:00,10.0.11.154,172.16.0.60,31732,53,UDP,,allowed,,,,,,1929
EVT-09980,2026-09-01T13:32:38+00:00,10.0.19.213,172.16.0.22,61452,22,TCP,ACK,allowed,jsmith,,,,,3915
EVT-09981,2026-09-01T13:32:40+00:00,10.0.13.19,172.16.0.45,42839,443,TCP,SYN,allowed,jsmith,,,,,1578
EVT-09982,2026-09-01T13:32:42+00:00,10.0.14.199,172.16.0.55,2873,80,TCP,ACK,allowed,admin,,,,,557
EVT-09983,2026-09-01T13:32:44+00:00,10.0.20.120,172.16.0.28,13059,3389,UDP,,allowed,,,,,,6590
EVT-09984,2026-09-01T13:32:46+00:00,10.0.18.244,172.16.0.4,21492,80,HTTP,,allowed,,,,200,,1947
EVT-09985,2026-09-01T13:32:48+00:00,10.0.10.86,172.16.0.31,46721,80,HTTP,,allowed,,,,200,,1095
EVT-09986,2026-09-01T13:32:50+00:00,10.0.12.188,172.16.0.33,14849,3389,TCP,SYN,allowed,service_backup,,,,,4612
EVT-09987,2026-09-01T13:32:52+00:00,10.0.4.87,172.16.0.22,11400,80,TCP,ACK,allowed,service_backup,,,,,5984
EVT-09988,2026-09-01T13:32:54+00:00,10.0.20.156,172.16.0.11,42559,443,HTTP,,allowed,,,,200,,3733
EVT-09989,2026-09-01T13:32:56+00:00,10.0.2.236,172.16.0.54,23138,53,DNS,,blocked,,,intranet.example,,,7367
EVT-09990,2026-09-01T13:32:58+00:00,10.0.18.215,172.16.0.52,34972,443,ICMP,,allowed,,,,,,2225
EVT-09991,2026-09-01T13:33:00+00:00,10.0.4.99,172.16.0.39,21293,445,UDP,,allowed,,,,,,4050
EVT-09992,2026-09-01T13:33:02+00:00,10.0.20.94,172.16.0.12,2364,80,HTTP,,allowed,,,,200,,1065
EVT-09993,2026-09-01T13:33:04+00:00,10.0.5.226,172.16.0.24,2159,53,DNS,,allowed,,,intranet.example,,,1162
EVT-09994,2026-09-01T13:33:06+00:00,10.0.14.208,172.16.0.51,48086,80,TCP,SYN,allowed,analyst,,,,,1577
EVT-09995,2026-09-01T13:33:08+00:00,10.0.5.234,172.16.0.9,36336,80,HTTP,,allowed,,,,200,,1688
EVT-09996,2026-09-01T13:33:10+00:00,10.0.10.212,172.16.0.26,63306,443,HTTP,,allowed,,,,200,,5750
EVT-09997,2026-09-01T13:33:12+00:00,10.0.15.207,172.16.0.9,39722,53,DNS,,allowed,,,intranet.example,,,1191
EVT-09998,2026-09-01T13:33:14+00:00,10.0.6.165,172.16.0.73,45323,53,DNS,,allowed,,,intranet.example,,,5567
EVT-09999,2026-09-01T13:33:16+00:00,10.0.11.132,172.16.0.54,23507,445,TCP,ACK,allowed,jsmith,,,,,3372
EVT-10000,2026-09-01T13:33:18+00:00,10.0.14.184,172.16.0.30,14288,3389,TCP,ACK,allowed,analyst,,,,,2071
EVT-10001,2026-09-01T13:33:20+00:00,10.0.3.124,172.16.0.15,35514,22,TCP,SYN,allowed,jsmith,,,,,7903
EVT-10002,2026-09-01T13:33:22+00:00,10.0.17.230,172.16.0.22,64661,53,DNS,,allowed,,,intranet.example,,,5550
EVT-10003,2026-09-01T13:33:24+00:00,10.0.19.22,172.16.0.75,7565,445,TCP,ACK,allowed,service_backup,success,,,,2973
EVT-10004,2026-09-01T13:33:26+00:00,10.0.7.77,172.16.0.56,5516,53,UDP,,allowed,,,,,,4870
EVT-10005,2026-09-01T13:33:28+00:00,10.0.13.98,172.16.0.80,7894,53,DNS,,allowed,,,intranet.example,,,6403
EVT-10006,2026-09-01T13:33:30+00:00,10.0.8.198,172.16.0.68,57383,445,UDP,,allowed,,,,,,4374
EVT-10007,2026-09-01T13:33:32+00:00,10.0.14.189,172.16.0.21,40466,443,TCP,ACK,allowed,jsmith,success,,,,7755
EVT-10008,2026-09-01T13:33:34+00:00,10.0.2.79,172.16.0.27,40616,443,HTTP,,allowed,,,,200,,3506
EVT-10009,2026-09-01T13:33:36+00:00,10.0.17.201,172.16.0.6,2775,80,TCP,ACK,allowed,admin,,,,,1090
EVT-10010,2026-09-01T13:33:38+00:00,10.0.5.47,172.16.0.66,52965,3389,TCP,ACK,allowed,service_backup,,,,,4069
EVT-10011,2026-09-01T13:33:40+00:00,10.0.4.211,172.16.0.10,58488,445,UDP,,allowed,,,,,,7775
EVT-10012,2026-09-01T13:33:42+00:00,10.0.14.128,172.16.0.8,38765,443,UDP,,allowed,,,,,,7178
EVT-10013,2026-09-01T13:33:44+00:00,10.0.7.179,172.16.0.46,51030,3389,TCP,ACK,blocked,analyst,success,,,,6196
EVT-10014,2026-09-01T13:33:46+00:00,10.0.10.32,172.16.0.60,16574,3389,UDP,,allowed,,,,,,1910
EVT-10015,2026-09-01T13:33:48+00:00,10.0.6.84,172.16.0.67,23857,53,DNS,,allowed,,,intranet.example,,,6487
EVT-10016,2026-09-01T13:33:50+00:00,10.0.2.114,172.16.0.77,15443,443,HTTP,,allowed,,,,200,,4727
EVT-10017,2026-09-01T13:33:52+00:00,10.0.12.26,172.16.0.33,36996,445,TCP,ACK,allowed,jsmith,,,,,6796
